Complaint ID,Date Received,Product,Sub-product,Issue,Company,State,Consumer Complaint Narrative,Company Response to Consumer,Timely Response?,Consumer Disputed?
5000118,29-01-2026,Checking or savings account,Savings account,Managing an account,Summit Financial Corp,TX,,Closed with explanation,Yes,No
5000289,29-01-2026,Credit card,General-purpose credit card,Billing disputes,Pioneer Community Bank,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5000942,29-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Pioneer Community Bank,NY,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,No
5002117,29-01-2026,Credit card,General-purpose credit card,Billing disputes,Evergreen National,NY,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5004376,29-01-2026,Checking or savings account,Checking account,Managing an account,BlueStone Capital,KY,"I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,
5005083,29-01-2026,Credit card,General-purpose credit card,Incorrect balance,BlueStone Capital,FL,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5005237,29-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,Liberty Trust Bank,NY,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5005502,29-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Vanguard Mutual,FL,,Closed with non-monetary relief,Yes,
5005893,29-01-2026,Debt collection,Credit card debt,Attempts to collect debt not owed,Sterling Financial Group,CT,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5005953,29-01-2026,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Apex Horizon Bank,NY,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5007379,29-01-2026,Credit card,General-purpose credit card,Fees or interest,Summit Financial Corp,CA,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5007779,29-01-2026,Debt collection,Credit card debt,False statements,Crescent Federal,NE,"I am filing this complaint because of false statements. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,No
5007966,29-01-2026,Checking or savings account,Checking account,Deposits and withdrawals,BlueStone Capital,FL,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,Yes
5008196,29-01-2026,Credit card,General-purpose credit card,Billing disputes,Summit Financial Corp,NC,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5009310,29-01-2026,Credit card,General-purpose credit card,Fees or interest,Pioneer Community Bank,FL,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5009599,29-01-2026,Mortgage,FHA mortgage,Struggling to pay mortgage,Crescent Federal,LA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009740,29-01-2026,Checking or savings account,Checking account,Managing an account,Sterling Financial Group,AL,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5009809,29-01-2026,Credit card,General-purpose credit card,Problem with a purchase,Summit Financial Corp,NV,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5009912,29-01-2026,Credit card,General-purpose credit card,Incorrect balance,Apex Horizon Bank,CA,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5000643,30-01-2026,Mortgage,Conventional home mortgage,Loan servicing,Vanguard Mutual,IL,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000793,30-01-2026,Debt collection,Credit card debt,Communication tactics,Sterling Financial Group,NY,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
